item_id,display_name,lr_category,lr_sub_category,count,base_value,price_current,price_industrial_town,price_industrial_city,price_market_town,price_market_city,price_religious_town,price_temple_city,has_quality_tiers,price_uncommon_current,price_uncommon_industrial_town,price_uncommon_industrial_city,price_uncommon_market_town,price_uncommon_market_city,price_uncommon_religious_town,price_uncommon_temple_city,price_rare_current,price_rare_industrial_town,price_rare_industrial_city,price_rare_market_town,price_rare_market_city,price_rare_religious_town,price_rare_temple_city,price_epic_current,price_epic_industrial_town,price_epic_industrial_city,price_epic_market_town,price_epic_market_city,price_epic_religious_town,price_epic_temple_city,price_legendary_current,price_legendary_industrial_town,price_legendary_industrial_city,price_legendary_market_town,price_legendary_market_city,price_legendary_religious_town,price_legendary_temple_city
IN025,Cinnabar,industrial_goods,Minerals (Limit 50 Each),16,14.0,25.0,30,32.5,16.25,12.5,27.5,30,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN026,Halite,industrial_goods,Minerals (Limit 50 Each),32,4.0,8.0,9.6,10.4,5.2,4,8.8,9.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN027,Sylvite,industrial_goods,Minerals (Limit 50 Each),16,8.0,16.0,19.2,20.8,10.4,8,17.6,19.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN028,Fluorite,industrial_goods,Minerals (Limit 50 Each),16,8.0,15.0,18,19.5,9.75,7.5,16.5,18,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN029,Graphite,industrial_goods,Minerals (Limit 50 Each),16,12.0,35.0,42,45.5,22.75,17.5,38.5,42,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN030,Kernite,industrial_goods,Minerals (Limit 50 Each),16,14.0,20.0,24,26,13,10,22,24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN031,Phosphorite,industrial_goods,Minerals (Limit 50 Each),16,7.0,14.0,16.8,18.2,9.1,7,15.4,16.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN067,Fire Clay,industrial_goods,Minerals (Limit 50 Each),16,7.0,16.0,19.2,20.8,10.4,8,17.6,19.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN032,Cloudy Quartz,industrial_goods,Gemstones (Limit 20 Each),64,2.0,10.0,12,13,6.5,5,11,12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN033,Olivine,industrial_goods,Gemstones (Limit 20 Each),64,2.0,4.0,4.8,5.2,2.6,2,4.4,4.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN034,Amethyst,industrial_goods,Gemstones (Limit 20 Each),1,15.0,18.0,21.6,23.4,11.7,9,19.8,21.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN035,Diamond,industrial_goods,Gemstones (Limit 20 Each),1,40.0,20.0,24,26,13,10,22,24,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN036,Emerald,industrial_goods,Gemstones (Limit 20 Each),1,30.0,15.0,18,19.5,9.75,7.5,16.5,18,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN037,Peridot,industrial_goods,Gemstones (Limit 20 Each),1,15.0,8.0,9.6,10.4,5.2,4,8.8,9.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN068,Clear Quartz,industrial_goods,Gemstones (Limit 20 Each),64,0.0,28.0,33.6,36.4,18.2,14,30.8,33.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN038,Marble,industrial_goods,Stone (NOT BUYING),32,3.0,12.0,14.4,15.6,7.8,6,13.2,14.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN039,Small Quarried Stone,industrial_goods,Stone (NOT BUYING),16,5.0,2.0,2.4,2.6,1.3,1,2.2,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN040,Medium Quarried Stone,industrial_goods,Stone (NOT BUYING),8,7.0,3.0,3.6,3.9,1.95,1.5,3.3,3.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN041,Large Quarried Stone,industrial_goods,Stone (NOT BUYING),4,10.0,5.0,6,6.5,3.25,2.5,5.5,6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN042,Huge Quarried Stone,industrial_goods,Stone (NOT BUYING),2,13.0,7.0,8.4,9.1,4.55,3.5,7.7,8.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN043,Giant Quarried Stone,industrial_goods,Stone (NOT BUYING),1,16.0,9.0,10.8,11.7,5.85,4.5,9.9,10.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN044,Lime,industrial_goods,Forge (Limit 50 Each),10,1.0,2.0,2.4,2.6,1.3,1,2.2,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN045,Coke,industrial_goods,Forge (Limit 50 Each),10,3.0,6.0,7.2,7.8,3.9,3,6.6,7.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN046,Charcoal,industrial_goods,Forge (Limit 50 Each),10,5.0,2.0,2.4,2.6,1.3,1,2.2,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN047,Mortar,industrial_goods,Forge (Limit 50 Each),10,2.0,2.0,2.4,2.6,1.3,1,2.2,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN048,Borax,industrial_goods,Forge (Limit 50 Each),10,1.0,2.0,2.4,2.6,1.3,1,2.2,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN049,Anthracite,industrial_goods,Forge (Limit 50 Each),16,2.0,3.0,3.6,3.9,1.95,1.5,3.3,3.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN050,Black Coal,industrial_goods,Forge (Limit 50 Each),16,1.0,2.0,2.4,2.6,1.3,1,2.2,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN051,Lignite,industrial_goods,Forge (Limit 50 Each),16,1.0,2.0,2.4,2.6,1.3,1,2.2,2.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN067,Copper anvil,industrial_goods,Anvil,1,25.0,18.0,11.7,9,20.7,21.6,19.8,21.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN068,All bronze variants anvil,industrial_goods,Anvil,1,33.0,28.0,18.2,14,32.2,33.6,30.8,33.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN069,Iron anvil,industrial_goods,Anvil,1,32.0,25.0,16.25,12.5,28.75,30,27.5,30,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN070,Meteoric anvil,industrial_goods,Anvil,1,120.0,90.0,58.5,45,103.5,108,99,108,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN071,Steel anvil,industrial_goods,Anvil,1,50.0,30.0,19.5,15,34.5,36,33,36,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN072,Copper tools,industrial_goods,"Toolrod Tools (pickaxe, axe, cleaver, hammer, hoe, knife, prospecting pick, saw, sytche, shovel)",1,5.0,6.0,4.0,2.6,2,4.6,4.8,4.4,True,6.0,4.0,2.6,2,4.6,4.8,4.4,6,6.0,4.0,2.6,2,4.6,4.8,7,7,7.0,4.0,2.6,2,4.6,-0.4285714286,7,7,7.0,4.0,2.6,2
IN073,All bronze variants tools,industrial_goods,"Toolrod Tools (pickaxe, axe, cleaver, hammer, hoe, knife, prospecting pick, saw, sytche, shovel)",1,7.0,8.0,5.0,3.25,2.5,5.75,6,5.5,True,8.0,5.0,3.25,2.5,5.75,6,5.5,9,10.0,7.0,4.55,3.5,8.05,8.4,9,9,9.0,6.0,3.9,3,6.9,-0.3333333333,10,10,10.0,7.0,4.55,3.5
IN074,Iron tools,industrial_goods,"Toolrod Tools (pickaxe, axe, cleaver, hammer, hoe, knife, prospecting pick, saw, sytche, shovel)",1,6.0,7.0,4.0,2.6,2,4.6,4.8,4.4,True,7.0,4.0,2.6,2,4.6,4.8,4.4,7,8.0,5.0,3.25,2.5,5.75,6,8,8,9.0,6.0,3.9,3,6.9,-0.3333333333,9,9,9.0,6.0,3.9,3
IN075,Silver tools,industrial_goods,"Toolrod Tools (pickaxe, axe, cleaver, hammer, hoe, knife, prospecting pick, saw, sytche, shovel)",1,18.0,20.0,14.0,9.1,7,16.1,16.8,15.4,True,20.0,14.0,9.1,7,16.1,16.8,15.4,21,23.0,16.0,10.4,8,18.4,19.2,23,23,25.0,17.0,11.05,8.5,19.55,-0.32,25,25,26.0,18.0,11.7,9
IN076,Gold tools,industrial_goods,"Toolrod Tools (pickaxe, axe, cleaver, hammer, hoe, knife, prospecting pick, saw, sytche, shovel)",1,18.0,21.0,15.0,9.75,7.5,17.25,18,16.5,True,21.0,15.0,9.75,7.5,17.25,18,16.5,21,22.0,15.0,9.75,7.5,17.25,18,23,23,23.0,16.0,10.4,8,18.4,-0.3043478261,25,25,26.0,18.0,11.7,9
IN077,Meteoric tools,industrial_goods,"Toolrod Tools (pickaxe, axe, cleaver, hammer, hoe, knife, prospecting pick, saw, sytche, shovel)",1,18.0,20.0,16.0,10.4,8,18.4,19.2,17.6,True,20.0,16.0,10.4,8,18.4,19.2,17.6,21,22.0,15.0,9.75,7.5,17.25,18,23,23,25.0,17.0,11.05,8.5,19.55,-0.32,25,25,26.0,18.0,11.7,9
IN078,Steel tools,industrial_goods,"Toolrod Tools (pickaxe, axe, cleaver, hammer, hoe, knife, prospecting pick, saw, sytche, shovel)",1,10.0,12.0,8.0,5.2,4,9.2,9.6,8.8,True,12.0,8.0,5.2,4,9.2,9.6,8.8,12,13.0,9.0,5.85,4.5,10.35,10.8,13,13,14.0,9.0,5.85,4.5,10.35,-0.3571428571,14,14,15.0,10.0,6.5,5
IN079,Copper Arrows / Bolts,industrial_goods,COPPER,64,18,29.0,18.0,11.7,9,20.7,21.6,19.8,True,29.0,18.0,11.7,9,20.7,21.6,19.8,21,34.0,24.0,15.6,12,27.6,28.8,23,23,36.0,25.0,16.25,12.5,28.75,-0.3055555556,25,25,40.0,28.0,18.2,14
IN080,Copper Long Axe,industrial_goods,COPPER,1,5,8.0,5.0,3.25,2.5,5.75,6,5.5,True,8.0,5.0,3.25,2.5,5.75,6,5.5,6,10.0,7.0,4.55,3.5,8.05,8.4,7,7,9.0,6.0,3.9,3,6.9,-0.3333333333,7,7,11.0,7.0,4.55,3.5
IN081,Copper Sabre,industrial_goods,COPPER,1,9,16.0,10.0,6.5,5,11.5,12,11,True,16.0,10.0,6.5,5,11.5,12,11,11,18.0,13.0,8.45,6.5,14.95,15.6,12,12,19.0,13.0,8.45,6.5,14.95,-0.3157894737,13,13,21.0,14.0,9.1,7
IN082,Copper Great Sword,industrial_goods,COPPER,1,9,15.0,10.0,6.5,5,11.5,12,11,True,15.0,10.0,6.5,5,11.5,12,11,11,18.0,13.0,8.45,6.5,14.95,15.6,12,12,20.0,14.0,9.1,7,16.1,-0.3,13,13,21.0,14.0,9.1,7
IN083,Copper Long Sword,industrial_goods,COPPER,1,9,16.0,10.0,6.5,5,11.5,12,11,True,16.0,10.0,6.5,5,11.5,12,11,11,18.0,13.0,8.45,6.5,14.95,15.6,12,12,18.0,12.0,7.8,6,13.8,-0.3333333333,13,13,19.0,13.0,8.45,6.5
IN084,Copper Short Sword,industrial_goods,COPPER,1,7,12.0,7.0,4.55,3.5,8.05,8.4,7.7,True,12.0,7.0,4.55,3.5,8.05,8.4,7.7,9,13.0,9.0,5.85,4.5,10.35,10.8,9,9,13.0,9.0,5.85,4.5,10.35,-0.3076923077,10,10,15.0,10.0,6.5,5
IN085,Copper Arming Sword,industrial_goods,COPPER,1,5,8.0,5.0,3.25,2.5,5.75,6,5.5,True,8.0,5.0,3.25,2.5,5.75,6,5.5,6,9.0,6.0,3.9,3,6.9,7.2,7,7,9.0,6.0,3.9,3,6.9,-0.3333333333,7,7,11.0,7.0,4.55,3.5
IN086,Copper Javelin,industrial_goods,COPPER,1,5,9.0,6.0,3.9,3,6.9,7.2,6.6,True,9.0,6.0,3.9,3,6.9,7.2,6.6,6,9.0,6.0,3.9,3,6.9,7.2,7,7,10.0,7.0,4.55,3.5,8.05,-0.3,7,7,10.0,7.0,4.55,3.5
IN087,Copper Pike,industrial_goods,COPPER,1,5,8.0,5.0,3.25,2.5,5.75,6,5.5,True,8.0,5.0,3.25,2.5,5.75,6,5.5,6,9.0,6.0,3.9,3,6.9,7.2,7,7,10.0,7.0,4.55,3.5,8.05,-0.3,7,7,10.0,7.0,4.55,3.5
IN088,Copper Mace,industrial_goods,COPPER,1,5,9.0,6.0,3.9,3,6.9,7.2,6.6,True,9.0,6.0,3.9,3,6.9,7.2,6.6,6,11.0,8.0,5.2,4,9.2,9.6,7,7,10.0,7.0,4.55,3.5,8.05,-0.3,7,7,11.0,7.0,4.55,3.5
IN089,Copper Poleaxe,industrial_goods,COPPER,1,5,8.0,5.0,3.25,2.5,5.75,6,5.5,True,8.0,5.0,3.25,2.5,5.75,6,5.5,6,9.0,6.0,3.9,3,6.9,7.2,7,7,9.0,6.0,3.9,3,6.9,-0.3333333333,7,7,11.0,7.0,4.55,3.5
IN090,Copper Halberd,industrial_goods,COPPER,1,6,10.0,6.0,3.9,3,6.9,7.2,6.6,True,10.0,6.0,3.9,3,6.9,7.2,6.6,7,12.0,8.0,5.2,4,9.2,9.6,8,8,13.0,9.0,5.85,4.5,10.35,-0.3076923077,9,9,13.0,9.0,5.85,4.5
IN091,Bismuth bronze Arrows / Bolts,industrial_goods,BISMUTH BRONZE,64,18,35.0,22.0,14.3,11,25.3,26.4,24.2,True,35.0,22.0,14.3,11,25.3,26.4,24.2,21,36.0,25.0,16.25,12.5,28.75,30,23,23,40.0,28.0,18.2,14,32.2,-0.3,25,25,44.0,30.0,19.5,15
IN092,Bismuth bronze Long Axe,industrial_goods,BISMUTH BRONZE,1,5,9.0,6.0,3.9,3,6.9,7.2,6.6,True,9.0,6.0,3.9,3,6.9,7.2,6.6,6,11.0,13.0,8.45,6.5,14.95,15.6,7,7,10.0,7.0,4.55,3.5,8.05,-0.3,7,7,11.0,7.0,4.55,3.5
IN093,Bismuth bronze Sabre,industrial_goods,BISMUTH BRONZE,1,9,19.0,12.0,7.8,6,13.8,14.4,13.2,True,19.0,12.0,7.8,6,13.8,14.4,13.2,11,19.0,13.0,8.45,6.5,14.95,15.6,12,12,22.0,15.0,9.75,7.5,17.25,-0.3181818182,13,13,23.0,16.0,10.4,8
IN094,Bismuth bronze Great Sword,industrial_goods,BISMUTH BRONZE,1,9,17.0,11.0,7.15,5.5,12.65,13.2,12.1,True,17.0,11.0,7.15,5.5,12.65,13.2,12.1,11,19.0,13.0,8.45,6.5,14.95,15.6,12,12,21.0,14.0,9.1,7,16.1,-0.3333333333,13,13,23.0,16.0,10.4,8
IN095,Bismuth bronze Long Sword,industrial_goods,BISMUTH BRONZE,1,9,18.0,10.0,6.5,5,11.5,12,11,True,18.0,10.0,6.5,5,11.5,12,11,11,20.0,14.0,9.1,7,16.1,16.8,12,12,21.0,14.0,9.1,7,16.1,-0.3333333333,13,13,24.0,16.0,10.4,8
IN096,Bismuth bronze Short Sword,industrial_goods,BISMUTH BRONZE,1,7,14.0,8.0,5.2,4,9.2,9.6,8.8,True,14.0,8.0,5.2,4,9.2,9.6,8.8,9,14.0,10.0,6.5,5,11.5,12,9,9,15.0,10.0,6.5,5,11.5,-0.3333333333,10,10,17.0,11.0,7.15,5.5
IN097,Bismuth bronze Arming Sword,industrial_goods,BISMUTH BRONZE,1,5,10.0,7.0,4.55,3.5,8.05,8.4,7.7,True,10.0,7.0,4.55,3.5,8.05,8.4,7.7,6,10.0,7.0,4.55,3.5,8.05,8.4,7,7,10.0,7.0,4.55,3.5,8.05,-0.3,7,7,11.0,7.0,4.55,3.5
IN098,Bismuth bronze Javelin,industrial_goods,BISMUTH BRONZE,1,5,10.0,7.0,4.55,3.5,8.05,8.4,7.7,True,10.0,7.0,4.55,3.5,8.05,8.4,7.7,6,10.0,7.0,4.55,3.5,8.05,8.4,7,7,10.0,7.0,4.55,3.5,8.05,-0.3,7,7,11.0,7.0,4.55,3.5
IN099,Bismuth bronze Pike,industrial_goods,BISMUTH BRONZE,1,5,10.0,7.0,4.55,3.5,8.05,8.4,7.7,True,10.0,7.0,4.55,3.5,8.05,8.4,7.7,6,11.0,8.0,5.2,4,9.2,9.6,7,7,11.0,7.0,4.55,3.5,8.05,-0.3636363636,7,7,12.0,8.0,5.2,4
IN100,Bismuth bronze Mace,industrial_goods,BISMUTH BRONZE,1,5,10.0,7.0,4.55,3.5,8.05,8.4,7.7,True,10.0,7.0,4.55,3.5,8.05,8.4,7.7,6,12.0,8.0,5.2,4,9.2,9.6,7,7,13.0,9.0,5.85,4.5,10.35,-0.3076923077,7,7,13.0,9.0,5.85,4.5
IN101,Bismuth bronze Poleaxe,industrial_goods,BISMUTH BRONZE,1,5,10.0,7.0,4.55,3.5,8.05,8.4,7.7,True,10.0,7.0,4.55,3.5,8.05,8.4,7.7,6,10.0,7.0,4.55,3.5,8.05,8.4,7,7,11.0,7.0,4.55,3.5,8.05,-0.3636363636,7,7,11.0,7.0,4.55,3.5
IN102,Bismuth bronze Halberd,industrial_goods,BISMUTH BRONZE,1,6,12.0,9.0,5.85,4.5,10.35,10.8,9.9,True,12.0,9.0,5.85,4.5,10.35,10.8,9.9,7,12.0,8.0,5.2,4,9.2,9.6,8,8,14.0,9.0,5.85,4.5,10.35,-0.3571428571,9,9,15.0,10.0,6.5,5
IN103,Iron Arrows / Bolts,industrial_goods,IRON,64,22,40.0,30.0,19.5,15,34.5,36,33,True,40.0,30.0,19.5,15,34.5,36,33,26,45.0,32.0,20.8,16,36.8,38.4,28,28,49.0,34.0,22.1,17,39.1,-0.306122449,30,30,49.0,34.0,22.1,17
IN104,Iron Long Axe,industrial_goods,IRON,1,6,11.0,7.0,4.55,3.5,8.05,8.4,7.7,True,11.0,7.0,4.55,3.5,8.05,8.4,7.7,7,11.0,8.0,5.2,4,9.2,9.6,8,8,12.0,8.0,5.2,4,9.2,-0.3333333333,9,9,13.0,9.0,5.85,4.5
IN105,Iron Sabre,industrial_goods,IRON,1,11,20.0,12.0,7.8,6,13.8,14.4,13.2,True,20.0,12.0,7.8,6,13.8,14.4,13.2,13,22.0,15.0,9.75,7.5,17.25,18,14,14,25.0,17.0,11.05,8.5,19.55,-0.32,15,15,25.0,17.0,11.05,8.5
IN106,Iron Great Sword,industrial_goods,IRON,1,11,20.0,12.0,7.8,6,13.8,14.4,13.2,True,20.0,12.0,7.8,6,13.8,14.4,13.2,13,22.0,15.0,9.75,7.5,17.25,18,14,14,24.0,16.0,10.4,8,18.4,-0.3333333333,15,15,26.0,18.0,11.7,9
IN107,Iron Long Sword,industrial_goods,IRON,1,11,20.0,12.0,7.8,6,13.8,14.4,13.2,True,20.0,12.0,7.8,6,13.8,14.4,13.2,13,21.0,15.0,9.75,7.5,17.25,18,14,14,24.0,16.0,10.4,8,18.4,-0.3333333333,15,15,26.0,18.0,11.7,9
IN108,Iron Short Sword,industrial_goods,IRON,1,9,15.0,10.0,6.5,5,11.5,12,11,True,15.0,10.0,6.5,5,11.5,12,11,11,17.0,12.0,7.8,6,13.8,14.4,12,12,19.0,13.0,8.45,6.5,14.95,-0.3157894737,13,13,19.0,13.0,8.45,6.5
IN109,Iron Arming Sword,industrial_goods,IRON,1,6,10.0,7.0,4.55,3.5,8.05,8.4,7.7,True,10.0,7.0,4.55,3.5,8.05,8.4,7.7,7,11.0,8.0,5.2,4,9.2,9.6,8,8,13.0,9.0,5.85,4.5,10.35,-0.3076923077,9,9,13.0,9.0,5.85,4.5
IN110,Iron Javelin,industrial_goods,IRON,1,6,10.0,7.0,4.55,3.5,8.05,8.4,7.7,True,10.0,7.0,4.55,3.5,8.05,8.4,7.7,7,12.0,8.0,5.2,4,9.2,9.6,8,8,13.0,9.0,5.85,4.5,10.35,-0.3076923077,9,9,13.0,9.0,5.85,4.5
IN111,Iron Pike,industrial_goods,IRON,1,6,11.0,8.0,5.2,4,9.2,9.6,8.8,True,11.0,8.0,5.2,4,9.2,9.6,8.8,7,12.0,8.0,5.2,4,9.2,9.6,8,8,13.0,9.0,5.85,4.5,10.35,-0.3076923077,9,9,13.0,9.0,5.85,4.5
IN112,Iron Mace,industrial_goods,IRON,1,7,12.0,8.0,5.2,4,9.2,9.6,8.8,True,12.0,8.0,5.2,4,9.2,9.6,8.8,9,13.0,9.0,5.85,4.5,10.35,10.8,9,9,14.0,9.0,5.85,4.5,10.35,-0.3571428571,10,10,14.0,9.0,5.85,4.5
IN113,Iron Poleaxe,industrial_goods,IRON,1,6,10.0,6.0,3.9,3,6.9,7.2,6.6,True,10.0,6.0,3.9,3,6.9,7.2,6.6,7,11.0,8.0,5.2,4,9.2,9.6,8,8,13.0,9.0,5.85,4.5,10.35,-0.3076923077,9,9,14.0,9.0,5.85,4.5
IN114,Iron Halberd,industrial_goods,IRON,1,7,13.0,8.0,5.2,4,9.2,9.6,8.8,True,13.0,8.0,5.2,4,9.2,9.6,8.8,9,14.0,10.0,6.5,5,11.5,12,9,9,15.0,10.0,6.5,5,11.5,-0.3333333333,10,10,15.0,10.0,6.5,5
IN115,Steel Arrows / Bolts,industrial_goods,STEEL,64,9,11.0,8.0,5.2,4,9.2,9.6,8.8,True,11.0,8.0,5.2,4,9.2,9.6,8.8,11,11.0,8.0,5.2,4,9.2,9.6,12,12,12.0,8.0,5.2,4,9.2,-0.3333333333,13,13,15.0,10.0,6.5,5
IN116,Steel Long Axe,industrial_goods,STEEL,1,3,3.0,2.0,1.3,1,2.3,2.4,2.2,True,3.0,2.0,1.3,1,2.3,2.4,2.2,4,4.0,3.0,1.95,1.5,3.45,3.6,4,4,4.0,2.0,1.3,1,2.3,-0.5,5,5,4.0,2.0,1.3,1
IN117,Steel Sabre,industrial_goods,STEEL,1,5,5.0,2.0,1.3,1,2.3,2.4,2.2,True,5.0,2.0,1.3,1,2.3,2.4,2.2,6,6.0,4.0,2.6,2,4.6,4.8,7,7,6.0,4.0,2.6,2,4.6,-0.3333333333,7,7,8.0,5.0,3.25,2.5
IN118,Steel Great Sword,industrial_goods,STEEL,1,5,6.0,3.0,1.95,1.5,3.45,3.6,3.3,True,6.0,3.0,1.95,1.5,3.45,3.6,3.3,6,6.0,4.0,2.6,2,4.6,4.8,7,7,6.0,4.0,2.6,2,4.6,-0.3333333333,7,7,7.0,4.0,2.6,2
