row_number,item_id_raw,name_raw,qty_unit_raw,copper_value_raw,fta_sub_category,action,skip_reason,item_id,display_name,qty_unit,qty_numeric,unit_is_liters,copper_sovereign_value,notes
69,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
70,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
71,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
72,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
73,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
74,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
75,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
76,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
77,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
78,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
79,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
80,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
81,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
82,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
83,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
84,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
85,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
86,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
87,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
88,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
89,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
90,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
91,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
92,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
93,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
94,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
95,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
96,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
97,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
98,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
99,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
100,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
101,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
102,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
103,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
104,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
105,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
106,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
107,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
108,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
109,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
110,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
111,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
112,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
113,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
114,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
115,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
116,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
117,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
118,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
119,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
120,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
121,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
122,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
123,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
124,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
125,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
126,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
127,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
128,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
129,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
130,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
131,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
132,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
133,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
134,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
135,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
136,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
137,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
138,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
139,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
140,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
141,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
142,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
143,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
144,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
145,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
146,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
147,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
148,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
149,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
150,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
151,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
152,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
153,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
154,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
155,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
156,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
157,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
158,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
159,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
160,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
161,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
162,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
163,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
164,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
165,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
166,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
167,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
168,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
169,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
170,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
171,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
172,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
173,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
174,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
175,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
176,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
177,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
178,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
179,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
180,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
181,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
182,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
183,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
184,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
185,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
186,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
187,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
188,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
189,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
190,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
191,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
192,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
193,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
194,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
195,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
196,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
197,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
198,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
199,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
200,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
201,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
202,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
203,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
204,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
205,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
206,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
207,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
208,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
209,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
210,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
211,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
212,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
213,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
214,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
215,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
216,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
217,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
218,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
219,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
220,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
221,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
222,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
223,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
224,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
225,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
226,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
227,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
228,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
229,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
230,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
231,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
232,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
233,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
234,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
235,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
236,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
237,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
238,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
239,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
240,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
241,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
242,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
243,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
244,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
245,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
246,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
247,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
248,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
249,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
250,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
251,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
252,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
253,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
254,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
255,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
256,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
257,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
258,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
259,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
260,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
261,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
262,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
263,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
264,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
265,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
266,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
267,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
268,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
269,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
270,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
271,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
272,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
273,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
274,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
275,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
276,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
277,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
278,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
279,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
280,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
281,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
282,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
283,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
284,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
285,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
286,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
287,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
288,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
289,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
290,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
291,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
292,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
293,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
294,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
295,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
296,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
297,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
298,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
299,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
300,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
301,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
302,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
303,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
304,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
305,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
306,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
307,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
308,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
309,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
310,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
311,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
312,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
313,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
314,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
315,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
316,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
317,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
318,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
319,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
320,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
321,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
322,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
323,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
324,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
325,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
326,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
327,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
328,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
329,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
330,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
331,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
332,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
333,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
334,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
335,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
336,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
337,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
338,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
339,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
340,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
341,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
342,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
343,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
344,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
345,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
346,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
347,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
348,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
349,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
350,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
351,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
352,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
353,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
354,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
355,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
356,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
357,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
358,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
359,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
360,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
361,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
362,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
363,,,,,WOOD PRODUCTS,skip,non_data_row,,,,,,,
