row_number,item_id_raw,name_raw,qty_unit_raw,copper_value_raw,fta_sub_category,action,skip_reason,item_id,display_name,qty_unit,qty_numeric,unit_is_liters,copper_sovereign_value,notes
52,AR099,Meat Soup (Sealed),1.0,7.0,COOKED FOOD,parse,,AR099,Meat Soup (Sealed),1,1,False,7.0,
53,AR100,Meat Stew (Sealed),1.0,6.0,COOKED FOOD,parse,,AR100,Meat Stew (Sealed),1,1,False,6.0,
54,AR101,Vegetable Soup (Sealed),1.0,6.0,COOKED FOOD,parse,,AR101,Vegetable Soup (Sealed),1,1,False,6.0,
55,AR102,Vegetable Stew (Sealed),1.0,3.0,COOKED FOOD,parse,,AR102,Vegetable Stew (Sealed),1,1,False,3.0,
56,AR103,Pasta (Sealed),1.0,4.0,COOKED FOOD,parse,,AR103,Pasta (Sealed),1,1,False,4.0,
57,AR104,Pilaf (Sealed),1.0,2.0,COOKED FOOD,parse,,AR104,Pilaf (Sealed),1,1,False,2.0,
58,AR105,Salads (Sealed),1.0,2.0,COOKED FOOD,parse,,AR105,Salads (Sealed),1,1,False,2.0,
59,,,,,COOKED FOOD,skip,non_data_row,,,,,,,
60,ITEM ID,CURED FOOD,Qty. Unit,Copper Sovereign Value,CURED FOOD,skip,non_data_row,,,,,,,
61,AR106,Bushmeat Cheesy Sausage,32.0,12.0,CURED FOOD,parse,,AR106,Bushmeat Cheesy Sausage,32,32,False,12.0,
62,AR107,Bushmeat Sausage,32.0,8.0,CURED FOOD,parse,,AR107,Bushmeat Sausage,32,32,False,8.0,
63,AR108,Cooked Crab Pemmican,32.0,5.0,CURED FOOD,parse,,AR108,Cooked Crab Pemmican,32,32,False,5.0,
64,AR109,Cooked Fish Pemmican,32.0,4.0,CURED FOOD,parse,,AR109,Cooked Fish Pemmican,32,32,False,4.0,
65,AR110,Cooked Pemmican,32.0,3.0,CURED FOOD,parse,,AR110,Cooked Pemmican,32,32,False,3.0,
66,AR111,Cooked Snake Pemmican,32.0,6.0,CURED FOOD,parse,,AR111,Cooked Snake Pemmican,32,32,False,6.0,
67,AR112,Crab Cheesy Sausage,32.0,9.0,CURED FOOD,parse,,AR112,Crab Cheesy Sausage,32,32,False,9.0,
68,AR113,Crab Sausage,32.0,7.0,CURED FOOD,parse,,AR113,Crab Sausage,32,32,False,7.0,
69,AR114,Fish Cheesy Sausage,32.0,11.0,CURED FOOD,parse,,AR114,Fish Cheesy Sausage,32,32,False,11.0,
70,AR115,Fish Sausage,32.0,10.0,CURED FOOD,parse,,AR115,Fish Sausage,32,32,False,10.0,
71,AR116,Poultry Cheesy Sausage,32.0,11.0,CURED FOOD,parse,,AR116,Poultry Cheesy Sausage,32,32,False,11.0,
72,AR117,Poultry Sausage,32.0,8.0,CURED FOOD,parse,,AR117,Poultry Sausage,32,32,False,8.0,
73,AR118,Redmeat Cheesy Sausage,32.0,12.0,CURED FOOD,parse,,AR118,Redmeat Cheesy Sausage,32,32,False,12.0,
74,AR119,Redmeat Sausage,32.0,8.0,CURED FOOD,parse,,AR119,Redmeat Sausage,32,32,False,8.0,
75,AR120,Snake Cheesy Sausage,32.0,13.0,CURED FOOD,parse,,AR120,Snake Cheesy Sausage,32,32,False,13.0,
76,AR121,Snake Sausage,32.0,10.0,CURED FOOD,parse,,AR121,Snake Sausage,32,32,False,10.0,
77,,,,,CURED FOOD,skip,non_data_row,,,,,,,
78,ITEM ID,CANDY,Qty. Unit,Copper Sovereign Value,CANDY,skip,non_data_row,,,,,,,
79,AR122,Dark Chocolate,32.0,100.0,CANDY,parse,,AR122,Dark Chocolate,32,32,False,100.0,
80,AR123,Dried Fruit,64.0,6.0,CANDY,parse,,AR123,Dried Fruit,64,64,False,6.0,
81,AR124,Fruit Candy,64.0,21.0,CANDY,parse,,AR124,Fruit Candy,64,64,False,21.0,
82,AR125,Honey,50L,113.0,CANDY,parse,,AR125,Honey,50L,50,True,113.0,
83,AR126,Honey Comb,32.0,25.0,CANDY,parse,,AR126,Honey Comb,32,32,False,25.0,
84,AR127,Jam (Sealed),1.0,20.0,CANDY,parse,,AR127,Jam (Sealed),1,1,False,20.0,
85,AR128,Milk Chocolate,32.0,150.0,CANDY,parse,,AR128,Milk Chocolate,32,32,False,150.0,
86,AR129,Nutty Chocolate,32.0,130.0,CANDY,parse,,AR129,Nutty Chocolate,32,32,False,130.0,
87,AR130,Peanut Candy,32.0,13.0,CANDY,parse,,AR130,Peanut Candy,32,32,False,13.0,
88,AR131,Sunflower Candy,32.0,14.0,CANDY,parse,,AR131,Sunflower Candy,32,32,False,14.0,
89,AR132,White Chocolate,32.0,45.0,CANDY,parse,,AR132,White Chocolate,32,32,False,45.0,
90,AR133,Mashed Gozinaki,43.0,9.0,CANDY,parse,,AR133,Mashed Gozinaki,43,43,False,9.0,
91,,,,,CANDY,skip,non_data_row,,,,,,,
92,ITEM ID,OTHER,Qty. Unit,Copper Sovereign Value,OTHER,skip,non_data_row,,,,,,,
93,AR134,Beany Trail Mix,16.0,5.0,OTHER,parse,,AR134,Beany Trail Mix,16,16,False,5.0,
94,AR135,Cheesy Trail Mix,16.0,6.0,OTHER,parse,,AR135,Cheesy Trail Mix,16,16,False,6.0,
95,AR136,Fish Gelatin,32.0,6.0,OTHER,parse,,AR136,Fish Gelatin,32,32,False,6.0,
96,AR137,Fish Sauce,50L,108.0,OTHER,parse,,AR137,Fish Sauce,50L,50,True,108.0,
97,AR138,Fruit Gelatin,32.0,4.0,OTHER,parse,,AR138,Fruit Gelatin,32,32,False,4.0,
98,AR139,Fruit Syrup,50L,17.0,OTHER,parse,,AR139,Fruit Syrup,50L,50,True,17.0,
99,AR140,Fruity Trail Mix,16.0,4.0,OTHER,parse,,AR140,Fruity Trail Mix,16,16,False,4.0,
100,AR141,Gelatin,32.0,5.0,OTHER,parse,,AR141,Gelatin,32,32,False,5.0,
101,AR142,Hardened Cocoa Oil,50L,41.0,OTHER,parse,,AR142,Hardened Cocoa Oil,50L,50,True,41.0,
102,AR143,Honey Gelatin,32.0,5.0,OTHER,parse,,AR143,Honey Gelatin,32,32,False,5.0,
103,AR144,Maple Syrup,50L,65.0,OTHER,parse,,AR144,Maple Syrup,50L,50,True,65.0,
104,AR145,Meaty Trail Mix,16.0,7.0,OTHER,parse,,AR145,Meaty Trail Mix,16,16,False,7.0,
105,AR146,Nutty Trail Mix,16.0,8.0,OTHER,parse,,AR146,Nutty Trail Mix,16,16,False,8.0,
106,AR147,Peanut Butter,50L,105.0,OTHER,parse,,AR147,Peanut Butter,50L,50,True,105.0,
107,AR148,Pickled Fruit,1.0,4.0,OTHER,parse,,AR148,Pickled Fruit,1,1,False,4.0,
108,AR149,Pickled Vegetable,1.0,3.0,OTHER,parse,,AR149,Pickled Vegetable,1,1,False,3.0,
109,AR150,Seed Oil,50L,53.0,OTHER,parse,,AR150,Seed Oil,50L,50,True,53.0,
110,AR151,Soy Sauce,50L,84.0,OTHER,parse,,AR151,Soy Sauce,50L,50,True,84.0,
111,AR152,Vegetable Gelatin,32.0,4.0,OTHER,parse,,AR152,Vegetable Gelatin,32,32,False,4.0,
112,,,,,OTHER,skip,non_data_row,,,,,,,
113,,,,,OTHER,skip,non_data_row,,,,,,,
114,ITEM ID,ALCOHOL,Qty. Unit,Copper Sovereign Value,ALCOHOL,skip,non_data_row,,,,,,,
115,AR153,Ales (Per barrel) (Limit 25),50L,50.0,ALCOHOL,parse,,AR153,Ales (Per barrel) (Limit 25),50L,50,True,50.0,
116,AR154,Brandy (Per barrel),50L,195.0,ALCOHOL,parse,,AR154,Brandy (Per barrel),50L,50,True,195.0,
117,AR155,HoneyJack (Per barrel),50L,460.0,ALCOHOL,parse,,AR155,HoneyJack (Per barrel),50L,50,True,460.0,
118,AR156,Mead (Per barrel),50L,46.0,ALCOHOL,parse,,AR156,Mead (Per barrel),50L,50,True,46.0,
119,AR157,Whiskey (Per barrel),50L,300.0,ALCOHOL,parse,,AR157,Whiskey (Per barrel),50L,50,True,300.0,
120,AR158,Cassava Vodka (Per barrel),50L,265.0,ALCOHOL,parse,,AR158,Cassava Vodka (Per barrel),50L,50,True,265.0,
121,AR159,Breadfruit Vodka (Per barrel),50L,195.0,ALCOHOL,parse,,AR159,Breadfruit Vodka (Per barrel),50L,50,True,195.0,
122,AR160,Wines/Cider (Per barrel) (Limit 25),50L,15.0,ALCOHOL,parse,,AR160,Wines/Cider (Per barrel) (Limit 25),50L,50,True,15.0,
123,AR261,Sake,50L,67.0,ALCOHOL,parse,,AR261,Sake,50L,50,True,67.0,
124,,,,,ALCOHOL,skip,non_data_row,,,,,,,
125,,,,,ALCOHOL,skip,non_data_row,,,,,,,
126,,,,,ALCOHOL,skip,non_data_row,,,,,,,
127,,,,,ALCOHOL,skip,non_data_row,,,,,,,
128,,,,,ALCOHOL,skip,non_data_row,,,,,,,
129,,,,,ALCOHOL,skip,non_data_row,,,,,,,
130,,,,,ALCOHOL,skip,non_data_row,,,,,,,
131,,,,,ALCOHOL,skip,non_data_row,,,,,,,
132,,,,,ALCOHOL,skip,non_data_row,,,,,,,
133,,,,,ALCOHOL,skip,non_data_row,,,,,,,
134,,,,,ALCOHOL,skip,non_data_row,,,,,,,
135,,,,,ALCOHOL,skip,non_data_row,,,,,,,
136,,,,,ALCOHOL,skip,non_data_row,,,,,,,
137,,,,,ALCOHOL,skip,non_data_row,,,,,,,
138,,,,,ALCOHOL,skip,non_data_row,,,,,,,
139,,,,,ALCOHOL,skip,non_data_row,,,,,,,
140,,,,,ALCOHOL,skip,non_data_row,,,,,,,
141,,,,,ALCOHOL,skip,non_data_row,,,,,,,
142,,,,,ALCOHOL,skip,non_data_row,,,,,,,
143,,,,,ALCOHOL,skip,non_data_row,,,,,,,
144,,,,,ALCOHOL,skip,non_data_row,,,,,,,
145,,,,,ALCOHOL,skip,non_data_row,,,,,,,
146,,,,,ALCOHOL,skip,non_data_row,,,,,,,
147,,,,,ALCOHOL,skip,non_data_row,,,,,,,
148,,,,,ALCOHOL,skip,non_data_row,,,,,,,
149,,,,,ALCOHOL,skip,non_data_row,,,,,,,
150,,,,,ALCOHOL,skip,non_data_row,,,,,,,
151,,,,,ALCOHOL,skip,non_data_row,,,,,,,
152,,,,,ALCOHOL,skip,non_data_row,,,,,,,
153,,,,,ALCOHOL,skip,non_data_row,,,,,,,
154,,,,,ALCOHOL,skip,non_data_row,,,,,,,
155,,,,,ALCOHOL,skip,non_data_row,,,,,,,
156,,,,,ALCOHOL,skip,non_data_row,,,,,,,
157,,,,,ALCOHOL,skip,non_data_row,,,,,,,
158,,,,,ALCOHOL,skip,non_data_row,,,,,,,
159,,,,,ALCOHOL,skip,non_data_row,,,,,,,
160,,,,,ALCOHOL,skip,non_data_row,,,,,,,
161,,,,,ALCOHOL,skip,non_data_row,,,,,,,
162,,,,,ALCOHOL,skip,non_data_row,,,,,,,
163,,,,,ALCOHOL,skip,non_data_row,,,,,,,
164,,,,,ALCOHOL,skip,non_data_row,,,,,,,
165,,,,,ALCOHOL,skip,non_data_row,,,,,,,
166,,,,,ALCOHOL,skip,non_data_row,,,,,,,
167,,,,,ALCOHOL,skip,non_data_row,,,,,,,
168,,,,,ALCOHOL,skip,non_data_row,,,,,,,
169,,,,,ALCOHOL,skip,non_data_row,,,,,,,
170,,,,,ALCOHOL,skip,non_data_row,,,,,,,
171,,,,,ALCOHOL,skip,non_data_row,,,,,,,
172,,,,,ALCOHOL,skip,non_data_row,,,,,,,
173,,,,,ALCOHOL,skip,non_data_row,,,,,,,
174,,,,,ALCOHOL,skip,non_data_row,,,,,,,
175,,,,,ALCOHOL,skip,non_data_row,,,,,,,
176,,,,,ALCOHOL,skip,non_data_row,,,,,,,
177,,,,,ALCOHOL,skip,non_data_row,,,,,,,
178,,,,,ALCOHOL,skip,non_data_row,,,,,,,
179,,,,,ALCOHOL,skip,non_data_row,,,,,,,
180,,,,,ALCOHOL,skip,non_data_row,,,,,,,
181,,,,,ALCOHOL,skip,non_data_row,,,,,,,
182,,,,,ALCOHOL,skip,non_data_row,,,,,,,
183,,,,,ALCOHOL,skip,non_data_row,,,,,,,
184,,,,,ALCOHOL,skip,non_data_row,,,,,,,
185,,,,,ALCOHOL,skip,non_data_row,,,,,,,
186,,,,,ALCOHOL,skip,non_data_row,,,,,,,
187,,,,,ALCOHOL,skip,non_data_row,,,,,,,
188,,,,,ALCOHOL,skip,non_data_row,,,,,,,
189,,,,,ALCOHOL,skip,non_data_row,,,,,,,
190,,,,,ALCOHOL,skip,non_data_row,,,,,,,
191,,,,,ALCOHOL,skip,non_data_row,,,,,,,
192,,,,,ALCOHOL,skip,non_data_row,,,,,,,
193,,,,,ALCOHOL,skip,non_data_row,,,,,,,
194,,,,,ALCOHOL,skip,non_data_row,,,,,,,
195,,,,,ALCOHOL,skip,non_data_row,,,,,,,
196,,,,,ALCOHOL,skip,non_data_row,,,,,,,
197,,,,,ALCOHOL,skip,non_data_row,,,,,,,
198,,,,,ALCOHOL,skip,non_data_row,,,,,,,
199,,,,,ALCOHOL,skip,non_data_row,,,,,,,
200,,,,,ALCOHOL,skip,non_data_row,,,,,,,
201,,,,,ALCOHOL,skip,non_data_row,,,,,,,
202,,,,,ALCOHOL,skip,non_data_row,,,,,,,
203,,,,,ALCOHOL,skip,non_data_row,,,,,,,
204,,,,,ALCOHOL,skip,non_data_row,,,,,,,
205,,,,,ALCOHOL,skip,non_data_row,,,,,,,
206,,,,,ALCOHOL,skip,non_data_row,,,,,,,
207,,,,,ALCOHOL,skip,non_data_row,,,,,,,
208,,,,,ALCOHOL,skip,non_data_row,,,,,,,
209,,,,,ALCOHOL,skip,non_data_row,,,,,,,
210,,,,,ALCOHOL,skip,non_data_row,,,,,,,
211,,,,,ALCOHOL,skip,non_data_row,,,,,,,
212,,,,,ALCOHOL,skip,non_data_row,,,,,,,
213,,,,,ALCOHOL,skip,non_data_row,,,,,,,
214,,,,,ALCOHOL,skip,non_data_row,,,,,,,
215,,,,,ALCOHOL,skip,non_data_row,,,,,,,
216,,,,,ALCOHOL,skip,non_data_row,,,,,,,
217,,,,,ALCOHOL,skip,non_data_row,,,,,,,
218,,,,,ALCOHOL,skip,non_data_row,,,,,,,
219,,,,,ALCOHOL,skip,non_data_row,,,,,,,
220,,,,,ALCOHOL,skip,non_data_row,,,,,,,
221,,,,,ALCOHOL,skip,non_data_row,,,,,,,
222,,,,,ALCOHOL,skip,non_data_row,,,,,,,
223,,,,,ALCOHOL,skip,non_data_row,,,,,,,
224,,,,,ALCOHOL,skip,non_data_row,,,,,,,
225,,,,,ALCOHOL,skip,non_data_row,,,,,,,
226,,,,,ALCOHOL,skip,non_data_row,,,,,,,
227,,,,,ALCOHOL,skip,non_data_row,,,,,,,
228,,,,,ALCOHOL,skip,non_data_row,,,,,,,
229,,,,,ALCOHOL,skip,non_data_row,,,,,,,
230,,,,,ALCOHOL,skip,non_data_row,,,,,,,
231,,,,,ALCOHOL,skip,non_data_row,,,,,,,
232,,,,,ALCOHOL,skip,non_data_row,,,,,,,
233,,,,,ALCOHOL,skip,non_data_row,,,,,,,
234,,,,,ALCOHOL,skip,non_data_row,,,,,,,
235,,,,,ALCOHOL,skip,non_data_row,,,,,,,
236,,,,,ALCOHOL,skip,non_data_row,,,,,,,
237,,,,,ALCOHOL,skip,non_data_row,,,,,,,
238,,,,,ALCOHOL,skip,non_data_row,,,,,,,
239,,,,,ALCOHOL,skip,non_data_row,,,,,,,
240,,,,,ALCOHOL,skip,non_data_row,,,,,,,
241,,,,,ALCOHOL,skip,non_data_row,,,,,,,
242,,,,,ALCOHOL,skip,non_data_row,,,,,,,
243,,,,,ALCOHOL,skip,non_data_row,,,,,,,
244,,,,,ALCOHOL,skip,non_data_row,,,,,,,
245,,,,,ALCOHOL,skip,non_data_row,,,,,,,
246,,,,,ALCOHOL,skip,non_data_row,,,,,,,
247,,,,,ALCOHOL,skip,non_data_row,,,,,,,
248,,,,,ALCOHOL,skip,non_data_row,,,,,,,
249,,,,,ALCOHOL,skip,non_data_row,,,,,,,
250,,,,,ALCOHOL,skip,non_data_row,,,,,,,
251,,,,,ALCOHOL,skip,non_data_row,,,,,,,
252,,,,,ALCOHOL,skip,non_data_row,,,,,,,
253,,,,,ALCOHOL,skip,non_data_row,,,,,,,
254,,,,,ALCOHOL,skip,non_data_row,,,,,,,
255,,,,,ALCOHOL,skip,non_data_row,,,,,,,
256,,,,,ALCOHOL,skip,non_data_row,,,,,,,
257,,,,,ALCOHOL,skip,non_data_row,,,,,,,
258,,,,,ALCOHOL,skip,non_data_row,,,,,,,
259,,,,,ALCOHOL,skip,non_data_row,,,,,,,
260,,,,,ALCOHOL,skip,non_data_row,,,,,,,
261,,,,,ALCOHOL,skip,non_data_row,,,,,,,
262,,,,,ALCOHOL,skip,non_data_row,,,,,,,
263,,,,,ALCOHOL,skip,non_data_row,,,,,,,
264,,,,,ALCOHOL,skip,non_data_row,,,,,,,
265,,,,,ALCOHOL,skip,non_data_row,,,,,,,
266,,,,,ALCOHOL,skip,non_data_row,,,,,,,
267,,,,,ALCOHOL,skip,non_data_row,,,,,,,
268,,,,,ALCOHOL,skip,non_data_row,,,,,,,
269,,,,,ALCOHOL,skip,non_data_row,,,,,,,
270,,,,,ALCOHOL,skip,non_data_row,,,,,,,
271,,,,,ALCOHOL,skip,non_data_row,,,,,,,
272,,,,,ALCOHOL,skip,non_data_row,,,,,,,
273,,,,,ALCOHOL,skip,non_data_row,,,,,,,
274,,,,,ALCOHOL,skip,non_data_row,,,,,,,
275,,,,,ALCOHOL,skip,non_data_row,,,,,,,
276,,,,,ALCOHOL,skip,non_data_row,,,,,,,
277,,,,,ALCOHOL,skip,non_data_row,,,,,,,
278,,,,,ALCOHOL,skip,non_data_row,,,,,,,
279,,,,,ALCOHOL,skip,non_data_row,,,,,,,
280,,,,,ALCOHOL,skip,non_data_row,,,,,,,
281,,,,,ALCOHOL,skip,non_data_row,,,,,,,
282,,,,,ALCOHOL,skip,non_data_row,,,,,,,
283,,,,,ALCOHOL,skip,non_data_row,,,,,,,
284,,,,,ALCOHOL,skip,non_data_row,,,,,,,
285,,,,,ALCOHOL,skip,non_data_row,,,,,,,
286,,,,,ALCOHOL,skip,non_data_row,,,,,,,
287,,,,,ALCOHOL,skip,non_data_row,,,,,,,
288,,,,,ALCOHOL,skip,non_data_row,,,,,,,
289,,,,,ALCOHOL,skip,non_data_row,,,,,,,
290,,,,,ALCOHOL,skip,non_data_row,,,,,,,
291,,,,,ALCOHOL,skip,non_data_row,,,,,,,
292,,,,,ALCOHOL,skip,non_data_row,,,,,,,
293,,,,,ALCOHOL,skip,non_data_row,,,,,,,
294,,,,,ALCOHOL,skip,non_data_row,,,,,,,
295,,,,,ALCOHOL,skip,non_data_row,,,,,,,
296,,,,,ALCOHOL,skip,non_data_row,,,,,,,
297,,,,,ALCOHOL,skip,non_data_row,,,,,,,
298,,,,,ALCOHOL,skip,non_data_row,,,,,,,
299,,,,,ALCOHOL,skip,non_data_row,,,,,,,
300,,,,,ALCOHOL,skip,non_data_row,,,,,,,
301,,,,,ALCOHOL,skip,non_data_row,,,,,,,
302,,,,,ALCOHOL,skip,non_data_row,,,,,,,
303,,,,,ALCOHOL,skip,non_data_row,,,,,,,
304,,,,,ALCOHOL,skip,non_data_row,,,,,,,
305,,,,,ALCOHOL,skip,non_data_row,,,,,,,
306,,,,,ALCOHOL,skip,non_data_row,,,,,,,
307,,,,,ALCOHOL,skip,non_data_row,,,,,,,
308,,,,,ALCOHOL,skip,non_data_row,,,,,,,
309,,,,,ALCOHOL,skip,non_data_row,,,,,,,
310,,,,,ALCOHOL,skip,non_data_row,,,,,,,
311,,,,,ALCOHOL,skip,non_data_row,,,,,,,
312,,,,,ALCOHOL,skip,non_data_row,,,,,,,
313,,,,,ALCOHOL,skip,non_data_row,,,,,,,
314,,,,,ALCOHOL,skip,non_data_row,,,,,,,
315,,,,,ALCOHOL,skip,non_data_row,,,,,,,
316,,,,,ALCOHOL,skip,non_data_row,,,,,,,
317,,,,,ALCOHOL,skip,non_data_row,,,,,,,
318,,,,,ALCOHOL,skip,non_data_row,,,,,,,
