row_number,item_id_raw,name_raw,qty_unit_raw,copper_value_raw,fta_sub_category,action,skip_reason,item_id,display_name,qty_unit,qty_numeric,unit_is_liters,copper_sovereign_value,notes
103,,,,,ORES,skip,non_data_row,,,,,,,
104,,,,,ORES,skip,non_data_row,,,,,,,
105,,,,,ORES,skip,non_data_row,,,,,,,
106,,,,,ORES,skip,non_data_row,,,,,,,
107,,,,,ORES,skip,non_data_row,,,,,,,
108,,,,,ORES,skip,non_data_row,,,,,,,
109,,,,,ORES,skip,non_data_row,,,,,,,
110,,,,,ORES,skip,non_data_row,,,,,,,
111,,,,,ORES,skip,non_data_row,,,,,,,
112,,,,,ORES,skip,non_data_row,,,,,,,
113,,,,,ORES,skip,non_data_row,,,,,,,
114,,,,,ORES,skip,non_data_row,,,,,,,
115,,,,,ORES,skip,non_data_row,,,,,,,
116,,,,,ORES,skip,non_data_row,,,,,,,
117,,,,,ORES,skip,non_data_row,,,,,,,
118,,,,,ORES,skip,non_data_row,,,,,,,
119,,,,,ORES,skip,non_data_row,,,,,,,
120,,,,,ORES,skip,non_data_row,,,,,,,
121,,,,,ORES,skip,non_data_row,,,,,,,
122,,,,,ORES,skip,non_data_row,,,,,,,
123,,,,,ORES,skip,non_data_row,,,,,,,
124,,,,,ORES,skip,non_data_row,,,,,,,
125,,,,,ORES,skip,non_data_row,,,,,,,
126,,,,,ORES,skip,non_data_row,,,,,,,
127,,,,,ORES,skip,non_data_row,,,,,,,
128,,,,,ORES,skip,non_data_row,,,,,,,
129,,,,,ORES,skip,non_data_row,,,,,,,
130,,,,,ORES,skip,non_data_row,,,,,,,
131,,,,,ORES,skip,non_data_row,,,,,,,
132,,,,,ORES,skip,non_data_row,,,,,,,
133,,,,,ORES,skip,non_data_row,,,,,,,
134,,,,,ORES,skip,non_data_row,,,,,,,
135,,,,,ORES,skip,non_data_row,,,,,,,
136,,,,,ORES,skip,non_data_row,,,,,,,
137,,,,,ORES,skip,non_data_row,,,,,,,
138,,,,,ORES,skip,non_data_row,,,,,,,
139,,,,,ORES,skip,non_data_row,,,,,,,
140,,,,,ORES,skip,non_data_row,,,,,,,
141,,,,,ORES,skip,non_data_row,,,,,,,
142,,,,,ORES,skip,non_data_row,,,,,,,
143,,,,,ORES,skip,non_data_row,,,,,,,
144,,,,,ORES,skip,non_data_row,,,,,,,
145,,,,,ORES,skip,non_data_row,,,,,,,
146,,,,,ORES,skip,non_data_row,,,,,,,
147,,,,,ORES,skip,non_data_row,,,,,,,
148,,,,,ORES,skip,non_data_row,,,,,,,
149,,,,,ORES,skip,non_data_row,,,,,,,
150,,,,,ORES,skip,non_data_row,,,,,,,
151,,,,,ORES,skip,non_data_row,,,,,,,
152,,,,,ORES,skip,non_data_row,,,,,,,
153,,,,,ORES,skip,non_data_row,,,,,,,
154,,,,,ORES,skip,non_data_row,,,,,,,
155,,,,,ORES,skip,non_data_row,,,,,,,
156,,,,,ORES,skip,non_data_row,,,,,,,
157,,,,,ORES,skip,non_data_row,,,,,,,
158,,,,,ORES,skip,non_data_row,,,,,,,
159,,,,,ORES,skip,non_data_row,,,,,,,
160,,,,,ORES,skip,non_data_row,,,,,,,
161,,,,,ORES,skip,non_data_row,,,,,,,
162,,,,,ORES,skip,non_data_row,,,,,,,
163,,,,,ORES,skip,non_data_row,,,,,,,
164,,,,,ORES,skip,non_data_row,,,,,,,
165,,,,,ORES,skip,non_data_row,,,,,,,
166,,,,,ORES,skip,non_data_row,,,,,,,
167,,,,,ORES,skip,non_data_row,,,,,,,
168,,,,,ORES,skip,non_data_row,,,,,,,
169,,,,,ORES,skip,non_data_row,,,,,,,
170,,,,,ORES,skip,non_data_row,,,,,,,
171,,,,,ORES,skip,non_data_row,,,,,,,
172,,,,,ORES,skip,non_data_row,,,,,,,
173,,,,,ORES,skip,non_data_row,,,,,,,
174,,,,,ORES,skip,non_data_row,,,,,,,
175,,,,,ORES,skip,non_data_row,,,,,,,
176,,,,,ORES,skip,non_data_row,,,,,,,
177,,,,,ORES,skip,non_data_row,,,,,,,
178,,,,,ORES,skip,non_data_row,,,,,,,
179,,,,,ORES,skip,non_data_row,,,,,,,
180,,,,,ORES,skip,non_data_row,,,,,,,
181,,,,,ORES,skip,non_data_row,,,,,,,
182,,,,,ORES,skip,non_data_row,,,,,,,
183,,,,,ORES,skip,non_data_row,,,,,,,
184,,,,,ORES,skip,non_data_row,,,,,,,
185,,,,,ORES,skip,non_data_row,,,,,,,
186,,,,,ORES,skip,non_data_row,,,,,,,
187,,,,,ORES,skip,non_data_row,,,,,,,
188,,,,,ORES,skip,non_data_row,,,,,,,
189,,,,,ORES,skip,non_data_row,,,,,,,
190,,,,,ORES,skip,non_data_row,,,,,,,
191,,,,,ORES,skip,non_data_row,,,,,,,
192,,,,,ORES,skip,non_data_row,,,,,,,
193,,,,,ORES,skip,non_data_row,,,,,,,
194,,,,,ORES,skip,non_data_row,,,,,,,
195,,,,,ORES,skip,non_data_row,,,,,,,
196,,,,,ORES,skip,non_data_row,,,,,,,
197,,,,,ORES,skip,non_data_row,,,,,,,
198,,,,,ORES,skip,non_data_row,,,,,,,
199,,,,,ORES,skip,non_data_row,,,,,,,
200,,,,,ORES,skip,non_data_row,,,,,,,
201,,,,,ORES,skip,non_data_row,,,,,,,
202,,,,,ORES,skip,non_data_row,,,,,,,
203,,,,,ORES,skip,non_data_row,,,,,,,
204,,,,,ORES,skip,non_data_row,,,,,,,
205,,,,,ORES,skip,non_data_row,,,,,,,
206,,,,,ORES,skip,non_data_row,,,,,,,
207,,,,,ORES,skip,non_data_row,,,,,,,
208,,,,,ORES,skip,non_data_row,,,,,,,
209,,,,,ORES,skip,non_data_row,,,,,,,
210,,,,,ORES,skip,non_data_row,,,,,,,
211,,,,,ORES,skip,non_data_row,,,,,,,
212,,,,,ORES,skip,non_data_row,,,,,,,
213,,,,,ORES,skip,non_data_row,,,,,,,
214,,,,,ORES,skip,non_data_row,,,,,,,
215,,,,,ORES,skip,non_data_row,,,,,,,
216,,,,,ORES,skip,non_data_row,,,,,,,
217,,,,,ORES,skip,non_data_row,,,,,,,
218,,,,,ORES,skip,non_data_row,,,,,,,
219,,,,,ORES,skip,non_data_row,,,,,,,
220,,,,,ORES,skip,non_data_row,,,,,,,
221,,,,,ORES,skip,non_data_row,,,,,,,
222,,,,,ORES,skip,non_data_row,,,,,,,
223,,,,,ORES,skip,non_data_row,,,,,,,
224,,,,,ORES,skip,non_data_row,,,,,,,
225,,,,,ORES,skip,non_data_row,,,,,,,
226,,,,,ORES,skip,non_data_row,,,,,,,
227,,,,,ORES,skip,non_data_row,,,,,,,
228,,,,,ORES,skip,non_data_row,,,,,,,
229,,,,,ORES,skip,non_data_row,,,,,,,
230,,,,,ORES,skip,non_data_row,,,,,,,
231,,,,,ORES,skip,non_data_row,,,,,,,
232,,,,,ORES,skip,non_data_row,,,,,,,
233,,,,,ORES,skip,non_data_row,,,,,,,
234,,,,,ORES,skip,non_data_row,,,,,,,
235,,,,,ORES,skip,non_data_row,,,,,,,
236,,,,,ORES,skip,non_data_row,,,,,,,
237,,,,,ORES,skip,non_data_row,,,,,,,
238,,,,,ORES,skip,non_data_row,,,,,,,
239,,,,,ORES,skip,non_data_row,,,,,,,
240,,,,,ORES,skip,non_data_row,,,,,,,
241,,,,,ORES,skip,non_data_row,,,,,,,
242,,,,,ORES,skip,non_data_row,,,,,,,
243,,,,,ORES,skip,non_data_row,,,,,,,
244,,,,,ORES,skip,non_data_row,,,,,,,
245,,,,,ORES,skip,non_data_row,,,,,,,
246,,,,,ORES,skip,non_data_row,,,,,,,
247,,,,,ORES,skip,non_data_row,,,,,,,
248,,,,,ORES,skip,non_data_row,,,,,,,
249,,,,,ORES,skip,non_data_row,,,,,,,
250,,,,,ORES,skip,non_data_row,,,,,,,
251,,,,,ORES,skip,non_data_row,,,,,,,
252,,,,,ORES,skip,non_data_row,,,,,,,
253,,,,,ORES,skip,non_data_row,,,,,,,
254,,,,,ORES,skip,non_data_row,,,,,,,
255,,,,,ORES,skip,non_data_row,,,,,,,
256,,,,,ORES,skip,non_data_row,,,,,,,
257,,,,,ORES,skip,non_data_row,,,,,,,
258,,,,,ORES,skip,non_data_row,,,,,,,
259,,,,,ORES,skip,non_data_row,,,,,,,
260,,,,,ORES,skip,non_data_row,,,,,,,
261,,,,,ORES,skip,non_data_row,,,,,,,
262,,,,,ORES,skip,non_data_row,,,,,,,
263,,,,,ORES,skip,non_data_row,,,,,,,
264,,,,,ORES,skip,non_data_row,,,,,,,
265,,,,,ORES,skip,non_data_row,,,,,,,
266,,,,,ORES,skip,non_data_row,,,,,,,
267,,,,,ORES,skip,non_data_row,,,,,,,
268,,,,,ORES,skip,non_data_row,,,,,,,
269,,,,,ORES,skip,non_data_row,,,,,,,
270,,,,,ORES,skip,non_data_row,,,,,,,
271,,,,,ORES,skip,non_data_row,,,,,,,
272,,,,,ORES,skip,non_data_row,,,,,,,
273,,,,,ORES,skip,non_data_row,,,,,,,
274,,,,,ORES,skip,non_data_row,,,,,,,
275,,,,,ORES,skip,non_data_row,,,,,,,
276,,,,,ORES,skip,non_data_row,,,,,,,
277,,,,,ORES,skip,non_data_row,,,,,,,
278,,,,,ORES,skip,non_data_row,,,,,,,
279,,,,,ORES,skip,non_data_row,,,,,,,
280,,,,,ORES,skip,non_data_row,,,,,,,
281,,,,,ORES,skip,non_data_row,,,,,,,
282,,,,,ORES,skip,non_data_row,,,,,,,
283,,,,,ORES,skip,non_data_row,,,,,,,
284,,,,,ORES,skip,non_data_row,,,,,,,
285,,,,,ORES,skip,non_data_row,,,,,,,
286,,,,,ORES,skip,non_data_row,,,,,,,
287,,,,,ORES,skip,non_data_row,,,,,,,
288,,,,,ORES,skip,non_data_row,,,,,,,
289,,,,,ORES,skip,non_data_row,,,,,,,
290,,,,,ORES,skip,non_data_row,,,,,,,
291,,,,,ORES,skip,non_data_row,,,,,,,
292,,,,,ORES,skip,non_data_row,,,,,,,
293,,,,,ORES,skip,non_data_row,,,,,,,
294,,,,,ORES,skip,non_data_row,,,,,,,
295,,,,,ORES,skip,non_data_row,,,,,,,
296,,,,,ORES,skip,non_data_row,,,,,,,
297,,,,,ORES,skip,non_data_row,,,,,,,
298,,,,,ORES,skip,non_data_row,,,,,,,
299,,,,,ORES,skip,non_data_row,,,,,,,
300,,,,,ORES,skip,non_data_row,,,,,,,
301,,,,,ORES,skip,non_data_row,,,,,,,
302,,,,,ORES,skip,non_data_row,,,,,,,
303,,,,,ORES,skip,non_data_row,,,,,,,
304,,,,,ORES,skip,non_data_row,,,,,,,
305,,,,,ORES,skip,non_data_row,,,,,,,
306,,,,,ORES,skip,non_data_row,,,,,,,
307,,,,,ORES,skip,non_data_row,,,,,,,
308,,,,,ORES,skip,non_data_row,,,,,,,
309,,,,,ORES,skip,non_data_row,,,,,,,
310,,,,,ORES,skip,non_data_row,,,,,,,
311,,,,,ORES,skip,non_data_row,,,,,,,
312,,,,,ORES,skip,non_data_row,,,,,,,
313,,,,,ORES,skip,non_data_row,,,,,,,
314,,,,,ORES,skip,non_data_row,,,,,,,
315,,,,,ORES,skip,non_data_row,,,,,,,
316,,,,,ORES,skip,non_data_row,,,,,,,
317,,,,,ORES,skip,non_data_row,,,,,,,
318,,,,,ORES,skip,non_data_row,,,,,,,
319,,,,,ORES,skip,non_data_row,,,,,,,
320,,,,,ORES,skip,non_data_row,,,,,,,
321,,,,,ORES,skip,non_data_row,,,,,,,
322,,,,,ORES,skip,non_data_row,,,,,,,
323,,,,,ORES,skip,non_data_row,,,,,,,
324,,,,,ORES,skip,non_data_row,,,,,,,
325,,,,,ORES,skip,non_data_row,,,,,,,
326,,,,,ORES,skip,non_data_row,,,,,,,
327,,,,,ORES,skip,non_data_row,,,,,,,
328,,,,,ORES,skip,non_data_row,,,,,,,
329,,,,,ORES,skip,non_data_row,,,,,,,
330,,,,,ORES,skip,non_data_row,,,,,,,
331,,,,,ORES,skip,non_data_row,,,,,,,
332,,,,,ORES,skip,non_data_row,,,,,,,
333,,,,,ORES,skip,non_data_row,,,,,,,
334,,,,,ORES,skip,non_data_row,,,,,,,
335,,,,,ORES,skip,non_data_row,,,,,,,
336,,,,,ORES,skip,non_data_row,,,,,,,
337,,,,,ORES,skip,non_data_row,,,,,,,
338,,,,,ORES,skip,non_data_row,,,,,,,
339,,,,,ORES,skip,non_data_row,,,,,,,
340,,,,,ORES,skip,non_data_row,,,,,,,
341,,,,,ORES,skip,non_data_row,,,,,,,
342,,,,,ORES,skip,non_data_row,,,,,,,
343,,,,,ORES,skip,non_data_row,,,,,,,
344,,,,,ORES,skip,non_data_row,,,,,,,
345,,,,,ORES,skip,non_data_row,,,,,,,
346,,,,,ORES,skip,non_data_row,,,,,,,
347,,,,,ORES,skip,non_data_row,,,,,,,
348,,,,,ORES,skip,non_data_row,,,,,,,
349,,,,,ORES,skip,non_data_row,,,,,,,
350,,,,,ORES,skip,non_data_row,,,,,,,
351,,,,,ORES,skip,non_data_row,,,,,,,
352,,,,,ORES,skip,non_data_row,,,,,,,
353,,,,,ORES,skip,non_data_row,,,,,,,
354,,,,,ORES,skip,non_data_row,,,,,,,
355,,,,,ORES,skip,non_data_row,,,,,,,
356,,,,,ORES,skip,non_data_row,,,,,,,
357,,,,,ORES,skip,non_data_row,,,,,,,
358,,,,,ORES,skip,non_data_row,,,,,,,
359,,,,,ORES,skip,non_data_row,,,,,,,
360,,,,,ORES,skip,non_data_row,,,,,,,
361,,,,,ORES,skip,non_data_row,,,,,,,
362,,,,,ORES,skip,non_data_row,,,,,,,
363,,,,,ORES,skip,non_data_row,,,,,,,
364,,,,,ORES,skip,non_data_row,,,,,,,
365,,,,,ORES,skip,non_data_row,,,,,,,
366,,,,,ORES,skip,non_data_row,,,,,,,
367,,,,,ORES,skip,non_data_row,,,,,,,
368,,,,,ORES,skip,non_data_row,,,,,,,
369,,,,,ORES,skip,non_data_row,,,,,,,
370,,,,,ORES,skip,non_data_row,,,,,,,
371,,,,,ORES,skip,non_data_row,,,,,,,
372,,,,,ORES,skip,non_data_row,,,,,,,
373,,,,,ORES,skip,non_data_row,,,,,,,
374,,,,,ORES,skip,non_data_row,,,,,,,
375,,,,,ORES,skip,non_data_row,,,,,,,
376,,,,,ORES,skip,non_data_row,,,,,,,
377,,,,,ORES,skip,non_data_row,,,,,,,
378,,,,,ORES,skip,non_data_row,,,,,,,
379,,,,,ORES,skip,non_data_row,,,,,,,
380,,,,,ORES,skip,non_data_row,,,,,,,
381,,,,,ORES,skip,non_data_row,,,,,,,
382,,,,,ORES,skip,non_data_row,,,,,,,
383,,,,,ORES,skip,non_data_row,,,,,,,
384,,,,,ORES,skip,non_data_row,,,,,,,
385,,,,,ORES,skip,non_data_row,,,,,,,
386,,,,,ORES,skip,non_data_row,,,,,,,
387,,,,,ORES,skip,non_data_row,,,,,,,
388,,,,,ORES,skip,non_data_row,,,,,,,
389,,,,,ORES,skip,non_data_row,,,,,,,
390,,,,,ORES,skip,non_data_row,,,,,,,
391,,,,,ORES,skip,non_data_row,,,,,,,
392,,,,,ORES,skip,non_data_row,,,,,,,
393,,,,,ORES,skip,non_data_row,,,,,,,
394,,,,,ORES,skip,non_data_row,,,,,,,
395,,,,,ORES,skip,non_data_row,,,,,,,
396,,,,,ORES,skip,non_data_row,,,,,,,
397,,,,,ORES,skip,non_data_row,,,,,,,
398,,,,,ORES,skip,non_data_row,,,,,,,
399,,,,,ORES,skip,non_data_row,,,,,,,
400,,,,,ORES,skip,non_data_row,,,,,,,
401,,,,,ORES,skip,non_data_row,,,,,,,
402,,,,,ORES,skip,non_data_row,,,,,,,
403,,,,,ORES,skip,non_data_row,,,,,,,
404,,,,,ORES,skip,non_data_row,,,,,,,
405,,,,,ORES,skip,non_data_row,,,,,,,
406,,,,,ORES,skip,non_data_row,,,,,,,
407,,,,,ORES,skip,non_data_row,,,,,,,
408,,,,,ORES,skip,non_data_row,,,,,,,
409,,,,,ORES,skip,non_data_row,,,,,,,
410,,,,,ORES,skip,non_data_row,,,,,,,
411,,,,,ORES,skip,non_data_row,,,,,,,
412,,,,,ORES,skip,non_data_row,,,,,,,
413,,,,,ORES,skip,non_data_row,,,,,,,
414,,,,,ORES,skip,non_data_row,,,,,,,
415,,,,,ORES,skip,non_data_row,,,,,,,
416,,,,,ORES,skip,non_data_row,,,,,,,
417,,,,,ORES,skip,non_data_row,,,,,,,
418,,,,,ORES,skip,non_data_row,,,,,,,
419,,,,,ORES,skip,non_data_row,,,,,,,
420,,,,,ORES,skip,non_data_row,,,,,,,
421,,,,,ORES,skip,non_data_row,,,,,,,
422,,,,,ORES,skip,non_data_row,,,,,,,
423,,,,,ORES,skip,non_data_row,,,,,,,
424,,,,,ORES,skip,non_data_row,,,,,,,
425,,,,,ORES,skip,non_data_row,,,,,,,
426,,,,,ORES,skip,non_data_row,,,,,,,
427,,,,,ORES,skip,non_data_row,,,,,,,
428,,,,,ORES,skip,non_data_row,,,,,,,
429,,,,,ORES,skip,non_data_row,,,,,,,
430,,,,,ORES,skip,non_data_row,,,,,,,
431,,,,,ORES,skip,non_data_row,,,,,,,
432,,,,,ORES,skip,non_data_row,,,,,,,
433,,,,,ORES,skip,non_data_row,,,,,,,
434,,,,,ORES,skip,non_data_row,,,,,,,
435,,,,,ORES,skip,non_data_row,,,,,,,
436,,,,,ORES,skip,non_data_row,,,,,,,
437,,,,,ORES,skip,non_data_row,,,,,,,
438,,,,,ORES,skip,non_data_row,,,,,,,
439,,,,,ORES,skip,non_data_row,,,,,,,
440,,,,,ORES,skip,non_data_row,,,,,,,
441,,,,,ORES,skip,non_data_row,,,,,,,
442,,,,,ORES,skip,non_data_row,,,,,,,
443,,,,,ORES,skip,non_data_row,,,,,,,
444,,,,,ORES,skip,non_data_row,,,,,,,
445,,,,,ORES,skip,non_data_row,,,,,,,
446,,,,,ORES,skip,non_data_row,,,,,,,
447,,,,,ORES,skip,non_data_row,,,,,,,
448,,,,,ORES,skip,non_data_row,,,,,,,
449,,,,,ORES,skip,non_data_row,,,,,,,
450,,,,,ORES,skip,non_data_row,,,,,,,
